comment,clean_text,mudah digunakan (P1),memenuhi kebutuhan (P3),label_umux,actual_umux_dimension,predicted_umux_label,predicted_umux_dimension,is_correct,error_type,sentiment_category,vader_compound,umux_lite_score_1_7,rating,user,date,likes,label UMUX,label,vader_neg,vader_neu,vader_pos,umux_score_category,is_umux_relevant
DI SINI ADA YANG BISA BANTUIN CAIRIN BPJS GAK PUNYA SAYA MAU DI CAIRIN.DATANG LANGSUNG KE KANTOR CABANG MALAH GAK JELAS MENDING KALO ADA CALO BOLEH MASUK,sini bisa bantuin cairin bpjs tidak punya mau cairin datang langsung kantor cabang malah tidak jelas mending kalo calo masuk,1,1,3,Usefulness + Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_3_predicted_0,negative,-0.9382,1.19,5.0,Novita Rahma,2026-03-02 05:39:35,0.0,Relevan dengan P1 dan P3,3,0.533,0.339,0.128,low,False
mudah dan cepat,mudah cepat,1,0,2,Ease of Use,3,Usefulness + Ease of Use,False,actual_2_predicted_3,positive,0.5267,5.58,5.0,Memeng Meng,2026-03-02 05:08:52,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,True
dokumen negara sangat rahasia,dokumen negara sangat rahasia,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.886,6.66,5.0,abdul tholib,2026-03-02 04:26:04,1.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True
aplikasi ya bagus dan menolong untuk irt seperti saya,aplikasi bagus irt,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.4215,5.26,5.0,Marshella Devi,2026-03-02 04:23:02,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.128,0.581,0.291,high,False
bagus dan mudah penggunaannya,bagus mudah guna,1,0,2,Ease of Use,3,Usefulness + Ease of Use,False,actual_2_predicted_3,negative,-0.4404,2.68,5.0,Oke Ariobayu,2026-03-02 04:19:08,0.0,Relevan dengan P1 (mudah digunakan),1,0.308,0.541,0.151,low,True
"ramah, sopan, dan cepat ditanggapi👌",ramah sopan cepat tanggap,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.5859,5.76,5.0,Andini Alfaqih,2026-03-02 03:29:01,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.208,0.792,high,True
mantap sekali gampang,mantap sekali gampang,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_2_predicted_0,positive,0.5719,5.72,5.0,Isman Fangohoi,2026-03-02 03:14:06,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,False
mudah,mudah,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.7003,6.1,5.0,rudi Zulfikar idris,2026-03-02 02:33:55,0.0,Tidak relevan dengan pertanyaan manapun,0,0.138,0.213,0.649,high,True
Nice. Mudah dipahami dan Aplikasinya tidak lemot.,nice mudah paham aplikasi tidak lambat,1,0,2,Ease of Use,3,Usefulness + Ease of Use,False,actual_2_predicted_3,positive,0.5859,5.76,5.0,Ahmad,2026-03-02 02:32:40,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,True
cepat dan akurat,cepat akurat,0,0,0,Tidak relevan dengan UMUX-Lite,3,Usefulness + Ease of Use,False,actual_0_predicted_3,positive,0.5859,5.76,5.0,Indar Yani,2026-03-02 01:56:31,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True
Mantap Terima Kasih,mantap terima kasih,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,negative,-0.8658,1.4,5.0,olang alas,2026-03-02 01:54:22,0.0,Tidak relevan dengan pertanyaan manapun,0,0.354,0.568,0.078,low,True
"ketika konfirmasi menu belanja terjadi kesalahan coba lagi udah di coba terus sampai 1 minggu full masih saja seperti ituu tolong di perbaiki lagi aplikasi nyaa,, kalo tidak bisa ke menu belanja mendingan hapus aja menu nyaa bikin emosi aja",konfirmasi menu belanja jadi salah coba udah coba terus minggu full ituu baik aplikasi nyaa kalo tidak bisa menu belanja mending hapus aja menu nyaa bikin emosi aja,1,1,3,Usefulness + Ease of Use,2,Ease of Use,False,actual_3_predicted_2,positive,0.5859,5.76,1.0,Willyan Febyansyah,2026-03-02 01:52:39,4.0,Relevan dengan P1 dan P3,3,0.0,0.345,0.655,high,True
bagus dan berguna untuk masarakat,bagus guna masarakat,0,1,1,Usefulness,3,Usefulness + Ease of Use,False,actual_1_predicted_3,positive,0.5574,5.67,5.0,Sukron Jajila,2026-03-02 01:47:01,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.455,0.545,high,True
"aplikasi bagus, gampang di akses",aplikasi bagus gampang akses,1,0,2,Ease of Use,3,Usefulness + Ease of Use,False,actual_2_predicted_3,neutral,0.0,4.0,5.0,Dudi Ahmad Sopian,2026-03-02 01:29:54,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,1.0,0.0,moderate,True
sangat puas,sangat puas,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.5574,5.67,4.0,Desna Wati,2026-03-02 01:20:04,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True
layanan cepat,layan cepat,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.7906,6.37,5.0,Wahyu Wisnu,2026-03-02 00:43:42,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.222,0.778,high,True
pelayanan baik,layan baik,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.5423,5.63,5.0,Ditok Keloy,2026-03-02 00:16:39,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.222,0.778,high,True
seharusnya dengan dibuat nya aplikasi ini bisa mempermudah pengguna... tapi kenyataannya malah mempersulit terlebih ketika foto biometrik.. datang ke kantor langsung pun dipersulit..,buat nya aplikasi bisa mudah guna nyata malah sulit lebih foto biometrik datang kantor langsung sulit,1,1,3,Usefulness + Ease of Use,2,Ease of Use,False,actual_3_predicted_2,positive,0.5267,5.58,1.0,Ade saputra,2026-03-02 00:04:30,0.0,Relevan dengan P1 dan P3,3,0.0,0.227,0.773,high,True
"sangat puas,gampang di akse",sangat puas gampang akse,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,positive,0.5719,5.72,5.0,YMS Family,2026-03-02 00:01:42,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.598,0.402,high,True
terima kasih sudah memudahkan perencanaan kedepan,terima kasih mudah rencana depan,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,negative,-0.7003,1.9,5.0,Dida Amanda,2026-03-01 23:21:43,0.0,Relevan dengan P1 (mudah digunakan),1,0.242,0.703,0.055,low,True
Saya mau pengkinian data untuk klaim tapi tidak bisa,mau kini data klaim tidak bisa,1,1,3,Usefulness + Ease of Use,2,Ease of Use,False,actual_3_predicted_2,negative,-0.0772,3.77,1.0,Dita Id,2026-03-01 17:33:40,0.0,Relevan dengan P1 dan P3,3,0.31,0.282,0.408,moderate,True
semat update appknya,semat update appknya,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.2023,3.39,5.0,Nur Rahmat,2026-03-01 12:58:42,0.0,Tidak relevan dengan pertanyaan manapun,0,0.256,0.581,0.163,moderate,True
Lengkap dan terpecaya,lengkap terpecaya,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,negative,-0.0516,3.85,5.0,Anti Cabe,2026-03-01 09:49:06,0.0,Tidak relevan dengan pertanyaan manapun,0,0.306,0.417,0.278,moderate,True
Mudah Di Mengerti,mudah erti,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.6808,6.04,5.0,Martogu Bre Karo,2026-03-01 09:45:49,0.0,Tidak relevan dengan pertanyaan manapun,0,0.147,0.267,0.587,high,True
sangat membantu walaupun awalnya susah saat foto biometrik DRI pagi sampe sore baru berhasil sukses terus buat BPJS ketenagakerjaan,sangat bantu walaupun awal susah foto biometrik dri pagi sampe sore baru hasil sukses terus buat bpjs ketenagakerjaan,1,1,3,Usefulness + Ease of Use,2,Ease of Use,False,actual_3_predicted_2,positive,0.5423,5.63,5.0,Hesty Widiastuti,2026-03-01 09:26:36,0.0,Relevan dengan P1 dan P3,3,0.0,0.364,0.636,high,True
satset banget,satset banget,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5574,5.67,5.0,Siska Pr,2026-03-01 08:06:37,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.217,0.783,high,False
Layanan Bagus,layan bagus,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.4588,5.38,5.0,Ngga :v,2026-03-01 07:04:54,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True
sangat mewakili,sangat wakil,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.5267,5.58,5.0,Rendi agus,2026-03-01 05:55:20,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True
Aplikasi JMO tidak bisa dibuka alias force close,aplikasi jmo tidak bisa buka alias force close,1,1,3,Usefulness + Ease of Use,2,Ease of Use,False,actual_3_predicted_2,neutral,0.0,4.0,4.0,Anwar Sani,2026-03-01 05:13:53,0.0,Relevan dengan P1 dan P3,3,0.0,1.0,0.0,moderate,True
sangat membantu sekali...dan memudahkan klaim,sangat bantu sekali mudah klaim,0,0,0,Tidak relevan dengan UMUX-Lite,3,Usefulness + Ease of Use,False,actual_0_predicted_3,positive,0.802,6.41,5.0,Icha Kartika,2026-03-01 05:13:28,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.179,0.821,high,True
lebih enak,lebih enak,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.6908,6.07,5.0,Radja Store,2026-03-01 05:11:13,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.26,0.74,high,True
simple dan ok,simple,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.2023,3.39,5.0,mahruzzaman iQcha,2026-03-01 04:50:48,0.0,Tidak relevan dengan pertanyaan manapun,0,0.393,0.357,0.25,moderate,True
pelayanan cepat dan ramah,layan cepat ramah,0,1,1,Usefulness,2,Ease of Use,False,actual_1_predicted_2,positive,0.5423,5.63,5.0,Fitriayani Oktavia,2026-03-01 03:58:22,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.222,0.778,high,True
sangat membantu rakyat kecil untuk tidak susah payah dtg ke kantor,sangat bantu rakyat kecil tidak susah payah dtg kantor,0,1,1,Usefulness,2,Ease of Use,False,actual_1_predicted_2,neutral,0.0,4.0,5.0,Adi Utmaya,2026-03-01 03:50:30,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,0.0,moderate,True
memudahkan,mudah,0,1,1,Usefulness,2,Ease of Use,False,actual_1_predicted_2,positive,0.9313,6.79,5.0,duit 86,2026-03-01 03:49:42,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.159,0.841,high,True
kurang cepat pemeroses an,kurang cepat pemeroses an,1,1,3,Usefulness + Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_3_predicted_0,positive,0.5574,5.67,5.0,Erik Trjl2004,2026-03-01 03:25:45,0.0,Relevan dengan P1 dan P3,3,0.0,0.217,0.783,high,False
Aplikasi nya sangat Bagus. Sangat Mudah Digunakan.,aplikasi nya sangat bagus sangat mudah guna,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,positive,0.5574,5.67,5.0,Yudi Priantono,2026-03-01 03:18:38,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.357,0.643,high,True
masyallah makasih udah d bantu dengan ada jmo online lebih mudah nggk harus ngurus ke sana ke sini,masyallah makasih udah d bantu jmo online lebih mudah nggk ngurus sana sini,0,1,1,Usefulness,2,Ease of Use,False,actual_1_predicted_2,positive,0.7783,6.33,5.0,Suli hartati12,2026-03-01 01:35:43,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.204,0.796,high,True
aplikasinya mudah dimengerti dan pahami,aplikasi mudah erti paham,1,1,3,Usefulness + Ease of Use,2,Ease of Use,False,actual_3_predicted_2,neutral,0.0,4.0,5.0,Widya Novriyadi02,2026-03-01 01:21:23,0.0,Relevan dengan P1 dan P3,3,0.0,1.0,0.0,moderate,True
mantap untuk JMO,mantap jmo,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.8555,6.57,4.0,Monicca Yuni,2026-03-01 01:08:41,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.325,0.675,high,True
"setelah update, aplikasi tidak bisa dibuka, ganti Hape bisa login kembali. terimakasih",update aplikasi tidak bisa buka ganti hape bisa login terimakasih,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_2_predicted_0,positive,0.5574,5.67,5.0,Herman Herman,2026-03-01 00:15:06,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.217,0.783,high,False
Aplikasi sangat membantu dan ber manfaat,aplikasi sangat bantu ber manfaat,1,1,3,Usefulness + Ease of Use,1,Usefulness,False,actual_3_predicted_1,neutral,0.0,4.0,5.0,Irwan Santika,2026-03-01 00:04:47,0.0,Relevan dengan P1 dan P3,3,0.0,1.0,0.0,moderate,True
bismillah semoga di permudah dan pelancar pencairan klaim jht menunggu notif pencairan tersebut,bismillah moga mudah pelancar cair klaim jht tunggu notif cair sebut,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.8442,6.53,5.0,Arkananta Athaya,2026-02-28 23:51:53,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True
proses cepat dan mudah.,proses cepat mudah,0,1,1,Usefulness,2,Ease of Use,False,actual_1_predicted_2,positive,0.5267,5.58,5.0,Iwan Suri,2026-02-28 23:32:04,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.469,0.531,high,True
pelayanan cepat,layan cepat,0,1,1,Usefulness,2,Ease of Use,False,actual_1_predicted_2,positive,0.8402,6.52,5.0,Ramadhan Ridho,2026-02-28 23:18:41,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.308,0.692,high,True
kenapa saya GX bisa masuk aplikasi jmo pasti berhenti terus aplikasinya pdhl wifi sinyal 5g tetep aja aplikasi jmo berhenti terus tolong jwb,gx bisa masuk aplikasi jmo henti terus aplikasi pdhl wifi sinyal g tetep aja aplikasi jmo henti terus jwb,1,1,3,Usefulness + Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_3_predicted_0,positive,0.4404,5.32,5.0,Sulton Isnain,2026-02-28 21:13:28,0.0,Relevan dengan P1 dan P3,3,0.0,0.0,1.0,high,False
perbaiki apk maupun pelayan offline,baik aplikasi maupun layan offline,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.5859,5.76,2.0,Hanan Mashuri,2026-02-28 17:09:44,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True
aplikasi hebat sangat me mbantu,aplikasi hebat sangat me mbantu,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5574,5.67,5.0,zahraaa,2026-02-28 15:15:34,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.357,0.643,high,False
susah sekali ya untuk masuk aplikasi ini,susah sekali masuk aplikasi,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_2_predicted_0,positive,0.4404,5.32,3.0,Rizki Darmawan,2026-02-28 13:51:25,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,False
puas dengan aplikasi nya .,puas aplikasi nya,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.2023,4.61,5.0,Nasrullah Nasrul,2026-02-28 12:51:07,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.625,0.375,moderate,True
respon cepat,respon cepat,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.8402,6.52,5.0,Inggit Nopritasarii,2026-02-28 11:54:08,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True
simple,simple,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,neutral,0.0258,4.08,5.0,Saefulloh 27,2026-02-28 11:52:31,0.0,Tidak relevan dengan pertanyaan manapun,0,0.176,0.48,0.344,moderate,True
apk nya mantap buat kita cek jht Dan claim nya,aplikasi nya mantap buat cek jht claim nya,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.5267,5.58,5.0,fp agatha,2026-02-28 09:01:42,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.227,0.773,high,True
sangat baik kinerja untk bantu masarakat ke masa depan,sangat baik kerja untk bantu masarakat masa depan,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,neutral,0.0,4.0,5.0,darwin Lubis,2026-02-28 04:49:56,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,0.0,moderate,True
"layanan bagus, Oke poll",layan bagus oke poll,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,neutral,0.0,4.0,5.0,Sarmin Ajaa,2026-02-28 04:32:49,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,1.0,0.0,moderate,True
lebih mudah,lebih mudah,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.4939,2.52,5.0,rian hasan27,2026-02-28 03:48:28,0.0,Tidak relevan dengan pertanyaan manapun,0,0.316,0.506,0.177,low,True
bagus memuaskan,bagus muas,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,negative,-0.2023,3.39,4.0,Muhamad Lamri 8,2026-02-28 02:04:13,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.175,0.714,0.111,moderate,False
sangat puas,sangat puas,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.802,6.41,5.0,Ignasius Watumita01,2026-02-28 00:05:04,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.268,0.732,high,True
sangat mudah dan membantu,sangat mudah bantu,0,1,1,Usefulness,3,Usefulness + Ease of Use,False,actual_1_predicted_3,neutral,0.0,4.0,5.0,Zulfa Kiswah zivana,2026-02-27 23:47:50,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,0.0,moderate,True
memudahkan pengguna untuk mengecek jaminan hari tuanya..,mudah guna ecek jamin hari tua,0,0,0,Tidak relevan dengan UMUX-Lite,3,Usefulness + Ease of Use,False,actual_0_predicted_3,positive,0.5859,5.76,5.0,Sakhaart Jati belanda,2026-02-27 23:02:49,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True
sekarang bisa lebih mudah untuk cek saldo jht tiap bulannya,sekarang bisa lebih mudah cek saldo jht tiap bulan,0,1,1,Usefulness,2,Ease of Use,False,actual_1_predicted_2,positive,0.4588,5.38,5.0,Reza,2026-02-27 14:14:13,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.25,0.75,high,True
setelah update malah tidak bisa login..mohon solusinya,update malah tidak bisa login mohon solusi,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_2_predicted_0,positive,0.5267,5.58,3.0,Rida Istanto,2026-02-27 10:20:53,1.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.227,0.773,high,False
aplikasi nya tolong di perbaiki masak keterangan minim andeoid 7 pas di pake andoid 9 ga bisa,aplikasi nya baik masak terang minim andeoid pas pake andoid tidak bisa,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_2_predicted_0,positive,0.5267,5.58,1.0,denis cui,2026-02-27 09:15:53,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,False
Setiap mau buka jmo harus update trus payah kacau ni apk masa masukin pw salah trus pdhl bnr klo gk niat buat aplikasi hapus aja lah ngeribetin doang.,tiap mau buka jmo update trus payah kacau ni aplikasi masa masukin pw salah trus pdhl bnr klo tidak niat buat aplikasi hapus aja lah ngeribetin doang,1,1,3,Usefulness + Ease of Use,2,Ease of Use,False,actual_3_predicted_2,positive,0.4588,5.38,1.0,Samsul Ramadan,2026-02-27 06:43:59,1.0,Relevan dengan P1 dan P3,3,0.0,0.25,0.75,high,True
pelayanan terbaik.,layan baik,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,neutral,0.0,4.0,5.0,Eko Wijianto,2026-02-27 06:38:08,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,1.0,0.0,moderate,True
"cepat dan sangat membantu, terbaik",cepat sangat bantu baik,0,1,1,Usefulness,3,Usefulness + Ease of Use,False,actual_1_predicted_3,neutral,0.0,4.0,5.0,Sherly W,2026-02-27 06:01:22,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,1.0,0.0,moderate,True
mental mulu,mental mulu,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_2_predicted_0,neutral,0.0,4.0,5.0,flobamor kelimutu,2026-02-27 05:47:35,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,0.0,moderate,False
sangat membantu dan sangat cepat terimakasih banyak,sangat bantu sangat cepat terimakasih banyak,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5859,5.76,5.0,Lailatul Fitria,2026-02-27 04:53:44,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False
Mudah dan jelas di mengerti,mudah jelas erti,1,0,2,Ease of Use,3,Usefulness + Ease of Use,False,actual_2_predicted_3,positive,0.4215,5.26,5.0,Sis Wanto,2026-02-27 03:50:57,0.0,Relevan dengan P1 (mudah digunakan),1,0.239,0.217,0.543,high,True
"ga bisa terbuka untuk aplikasinya, tolong dibantu ya",tidak bisa buka aplikasi bantu,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,positive,0.5574,5.67,3.0,Dica Ardyanata,2026-02-27 03:45:40,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.217,0.783,high,True
Dengan menjadi peserta jmo terasa nyaman,jadi jmo asa nyaman,0,0,0,Tidak relevan dengan UMUX-Lite,3,Usefulness + Ease of Use,False,actual_0_predicted_3,positive,0.5267,5.58,2.0,Muasyawaroh,2026-02-27 01:44:44,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True
sering ngebuk,sering ngebuk,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.6808,6.04,1.0,Bayu Prasetyo,2026-02-27 00:55:52,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True
"Capek, gaguna force close terus.. Mau gini gini aja?",capek gaguna force close terus mau gin gin aja,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_2_predicted_0,negative,-0.2023,3.39,1.0,fariq mujahid,2026-02-26 18:46:41,0.0,Relevan dengan P1 (mudah digunakan),1,0.22,0.5,0.28,moderate,False
sanga baik dan bagus,sanga baik bagus,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.5574,5.67,5.0,Ali yazi,2026-02-26 17:09:03,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.217,0.783,high,True
"dengan adanya Jmo ini, kita sangat dipermudahkan utk mengetahui jumlah saldo kita. thanks🙏",jmo sangat mudah utk tahu jumlah saldo thanks,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,negative,-0.8074,1.58,5.0,Prince Simangunsong,2026-02-26 13:28:40,0.0,Relevan dengan P1 (mudah digunakan),1,0.433,0.498,0.07,low,True
bagus cepat mudah,bagus cepat mudah,0,0,0,Tidak relevan dengan UMUX-Lite,3,Usefulness + Ease of Use,False,actual_0_predicted_3,positive,0.6124,5.84,5.0,Farhan Rajj,2026-02-26 12:11:52,0.0,Tidak relevan dengan pertanyaan manapun,0,0.215,0.44,0.345,high,True
kenapa akun saya tidak biasa login.?,akun tidak biasa login,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_2_predicted_0,positive,0.7506,6.25,1.0,Hokal Sela,2026-02-26 11:37:17,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.106,0.894,high,False
mdak bjsa di buka di hp sendiri,mdak bjsa buka hp sendiri,0,1,1,Usefulness,2,Ease of Use,False,actual_1_predicted_2,positive,0.5423,5.63,1.0,mega aurelia,2026-02-26 10:18:23,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.222,0.778,high,True
bagus,bagus,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_2_predicted_0,positive,0.5267,5.58,5.0,Tomi Apriadi,2026-02-26 09:55:15,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,False
Jmo tidak bisa terbuka selalu menampilkan hapus riwat,jmo tidak bisa buka selalu tampil hapus riwat,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.4939,2.52,3.0,Adityapratama Pratama,2026-02-26 09:42:32,0.0,Tidak relevan dengan pertanyaan manapun,0,0.408,0.395,0.197,low,True
"pelayanan baik dan ramah,, sayang nya aga lama menunggu pada saat antrian",layan baik ramah sayang nya aga lama tunggu antri,0,0,0,Tidak relevan dengan UMUX-Lite,3,Usefulness + Ease of Use,False,actual_0_predicted_3,positive,0.4588,5.38,4.0,Muhamad Samsudin,2026-02-26 09:21:38,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.25,0.75,high,True
sangat puas,sangat puas,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.1027,4.31,5.0,Purnomo Kuye,2026-02-26 08:10:03,0.0,Tidak relevan dengan pertanyaan manapun,0,0.204,0.463,0.333,moderate,True
mudah dipahami,mudah paham,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.5267,5.58,5.0,yuli hariyanto,2026-02-26 07:40:17,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.469,0.531,high,True
sangat cepat dan memuaskan untuk klaim,sangat cepat muas klaim,1,1,3,Usefulness + Ease of Use,1,Usefulness,False,actual_3_predicted_1,positive,0.5574,5.67,5.0,ayambakarcocoh mak nyik,2026-02-26 05:50:41,0.0,Relevan dengan P1 dan P3,3,0.0,0.217,0.783,high,True
Paling cepat dan paling baik pelayanan nya,paling cepat paling baik layan nya,0,1,1,Usefulness,2,Ease of Use,False,actual_1_predicted_2,negative,-0.6705,1.99,5.0,Arlin Stephanus,2026-02-26 03:57:58,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.371,0.434,0.195,low,True
