rating,user,date,comment,likes,label UMUX,label,mudah digunakan (P1),memenuhi kebutuhan (P3),label_umux,clean_text,predicted_umux_label,predicted_umux_dimension,vader_neg,vader_neu,vader_pos,vader_compound,sentiment_category,umux_lite_score_1_7,umux_score_category,is_umux_relevant
4.0,muhamad malik ridwan,2026-03-05 17:07:06,"susah sekali pengkinan data,ada salah di nama ibu kandung ,langsung ke cs suruh ambil paklaring,sedangkan paklaring malah di tahan di perusahaan sulit sulit padahal hak saya",0.0,Relevan dengan P1 dan P3,3,1,1,3,susah sekali kan data salah nama ibu kandung langsung cs suruh ambil paklaring sedang paklaring malah tahan usaha sulit sulit padahal hak,3,Usefulness + Ease of Use,0.0,0.0,0.0,0.0,neutral,4.0,moderate,True
5.0,aidil maqil,2026-03-05 16:36:25,👍👍👍,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,,0,Tidak relevan dengan UMUX-Lite,0.0,0.357,0.643,0.5574,positive,5.67,high,False
5.0,Rizkhi Yulianto,2026-03-05 15:49:36,👍👍👍,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5859,positive,5.76,high,False
5.0,Aday Ramdani,2026-03-05 15:32:55,apk sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,aplikasi sangat bantu,1,Usefulness,0.383,0.336,0.282,-0.3612,negative,2.92,low,True
5.0,Faruq Al,2026-03-05 15:31:57,mantap,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap,0,Tidak relevan dengan UMUX-Lite,0.0,0.25,0.75,0.4588,positive,5.38,high,False
1.0,Putra abdi,2026-03-05 15:21:24,"Kenapa tidak bisa masuk ke apk jmo ketenagakerjaan,, sandi sudah benar ,, tapi tidak bisa login...",1.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,tidak bisa masuk aplikasi jmo ketenagakerjaan sandi benar tidak bisa login,2,Ease of Use,0.0,0.0,1.0,0.5423,positive,5.63,high,True
5.0,Adi Makmuri,2026-03-05 15:01:25,sangat baik,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,sangat baik,0,Tidak relevan dengan UMUX-Lite,0.0,0.25,0.75,0.4588,positive,5.38,high,False
5.0,Fitri Ana,2026-03-05 14:30:38,keren,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,keren,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.4404,positive,5.32,high,False
4.0,Muhammad Yusron,2026-03-05 14:15:43,sangat baik,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,sangat baik,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5267,positive,5.58,high,False
5.0,dede romli,2026-03-05 13:48:25,good,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,good,0,Tidak relevan dengan UMUX-Lite,0.0,0.217,0.783,0.5574,positive,5.67,high,False
5.0,Ana Maryati,2026-03-05 13:43:46,bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.0,0.227,0.773,0.5267,positive,5.58,high,False
5.0,Pengguna Google,2026-03-05 13:30:01,sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu,1,Usefulness,0.0,0.357,0.643,0.5574,positive,5.67,high,True
5.0,Lalu misbah,2026-03-05 13:27:51,sangat bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,sangat bagus,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5859,positive,5.76,high,False
5.0,Ari Kusuma,2026-03-05 13:26:17,aplikasi sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,aplikasi sangat bantu,1,Usefulness,0.0,0.25,0.75,0.4588,positive,5.38,high,True
5.0,Aa dimas,2026-03-05 13:25:47,mantab,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.4215,positive,5.26,high,False
5.0,Suparti 1133,2026-03-05 13:03:36,sangat baik,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,sangat baik,0,Tidak relevan dengan UMUX-Lite,0.0,1.0,0.0,0.0,neutral,4.0,moderate,False
4.0,Js Shatrio93,2026-03-05 12:56:39,oke,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,oke,0,Tidak relevan dengan UMUX-Lite,0.0,0.278,0.722,0.6369,positive,5.91,high,False
5.0,Endang Juhari,2026-03-05 12:53:43,saya ingin mengetahui dan jmo aplikasi selalu mental,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,tahu jmo aplikasi selalu mental,0,Tidak relevan dengan UMUX-Lite,0.0,0.615,0.385,0.3612,positive,5.08,high,False
5.0,Prawoto Prawoto,2026-03-05 12:46:43,sangat membantu untuk mengetahui saldo kita?,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu tahu saldo,1,Usefulness,0.0,1.0,0.0,0.0,neutral,4.0,moderate,True
5.0,Telaumbanua Yulia,2026-03-05 12:24:43,lebih d tingkatkan kualitas nya,0.0,Relevan dengan P1 dan P3,3,1,1,3,lebih d tingkat kualitas nya,3,Usefulness + Ease of Use,0.0,0.0,0.0,0.0,neutral,4.0,moderate,True
5.0,Kiki Andriana,2026-03-05 12:10:57,"di hp sy apl ini keluar otomatis, kenapa ya? ada yg tau",0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,hp sy apl keluar otomatis yg tau,2,Ease of Use,0.0,0.0,1.0,0.5859,positive,5.76,high,True
5.0,Mimow Miw,2026-03-05 12:09:28,ok,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5267,positive,5.58,high,False
5.0,Mata Elang,2026-03-05 12:07:26,mantap,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5859,positive,5.76,high,False
5.0,THIMOTIUS MELVIN LAANAPADA,2026-03-05 12:03:19,bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.0,0.225,0.775,0.7096,positive,6.13,high,False
5.0,Wahyu Ramadani,2026-03-05 11:30:43,mantap,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.4588,positive,5.38,high,False
5.0,Selfi Ap,2026-03-05 11:16:31,bagus dan bs menabung hasil kerja,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,bagus bs tabung hasil kerja,1,Usefulness,0.0,0.0,0.0,0.0,neutral,4.0,moderate,True
5.0,leo Nardo,2026-03-05 10:59:29,Baik,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,baik,0,Tidak relevan dengan UMUX-Lite,0.0,0.293,0.707,0.9702,positive,6.91,high,False
5.0,Yuliandri Andri,2026-03-05 10:35:36,ok,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5859,positive,5.76,high,False
5.0,Susan nn,2026-03-05 10:31:46,"JMO aplikasi untuk mempermudah pencarian saldo JHT, proses cepat dan mudah dan langsung masuk ke rekening pribadi., syarat rekening aktif, dan terimakasih buat petugas yang melayani ramah dan baik🤗",12.0,Relevan dengan P1 dan P3,3,1,1,3,jmo aplikasi mudah cari saldo jht proses cepat mudah langsung masuk rekening pribadi syarat rekening aktif terimakasih buat tugas layan ramah baik,3,Usefulness + Ease of Use,0.0,0.0,1.0,0.5267,positive,5.58,high,True
5.0,Arumi Arumi,2026-03-05 10:30:41,mantap,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap,0,Tidak relevan dengan UMUX-Lite,0.0,0.227,0.773,0.5267,positive,5.58,high,False
5.0,Buang Wawang,2026-03-05 10:28:54,bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.529,0.147,0.324,-0.4215,negative,2.74,low,False
5.0,Laban Si,2026-03-05 10:25:19,sangat bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,sangat bagus,0,Tidak relevan dengan UMUX-Lite,0.133,0.303,0.564,0.7269,positive,6.18,high,False
4.0,simbah j,2026-03-05 10:19:42,"terkadang masih susah tidak bisa masuk akun, tolong diperbaiki",0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,terkadang susah tidak bisa masuk akun baik,2,Ease of Use,0.248,0.2,0.552,0.8225,positive,6.47,high,True
5.0,Andre Nico,2026-03-05 10:00:14,Terima kasih sdh terus update untuk aplikasinya. Sangat memudahkan proses transaksi,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,terima kasih sdh terus update aplikasi sangat mudah proses transaksi,1,Usefulness,0.0,0.189,0.811,0.8225,positive,6.47,high,True
5.0,Arief Wijaya,2026-03-05 09:45:18,"bagus mudah dan tidak ribet, terimakasih sudah jadi aplikasi alternatif yg sangat membantu",1.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,bagus mudah tidak ribet terimakasih jadi aplikasi alternatif yg sangat bantu,1,Usefulness,0.149,0.54,0.311,0.6249,positive,5.87,high,True
5.0,Ibrahim Ibrahim,2026-03-05 09:43:26,sgt membantu ketika mau pencairan JHT,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sgt bantu mau cair jht,1,Usefulness,0.0,0.217,0.783,0.5574,positive,5.67,high,True
4.0,Toko Beel,2026-03-05 09:31:53,aplikasi layanan penggunaan data kususnya fitur pencarian kota provinsi tidak berfungsi mohon perbaiki segera... butuh waktu 1 jam utk menscrol jika terklik harus ulang dari awal scrolnya,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,aplikasi layan guna data sus fitur cari kota provinsi tidak fungsi mohon baik segera butuh waktu jam utk menscrol klik ulang awal scrolnya,2,Ease of Use,0.151,0.205,0.644,0.802,positive,6.41,high,True
5.0,Dara Gitarana,2026-03-05 09:22:50,sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu,1,Usefulness,0.444,0.226,0.331,-0.3612,negative,2.92,low,True
4.0,ahmad jakaria,2026-03-05 09:12:02,sekarang lebih mudah mengaksesnya.semoga terus di permudah,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,sekarang lebih mudah akses moga terus mudah,2,Ease of Use,0.0,0.227,0.773,0.5267,positive,5.58,high,True
1.0,Saputra Dwii,2026-03-05 08:50:18,gak jelas banget di login susah banget aplikasi,1.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,tidak jelas banget login susah banget aplikasi,2,Ease of Use,0.0,0.0,1.0,0.5267,positive,5.58,high,True
5.0,Restanto Adji,2026-03-05 08:38:37,bagus sekali,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus sekali,0,Tidak relevan dengan UMUX-Lite,0.0,0.169,0.831,0.5994,positive,5.8,high,False
5.0,Arengga Budy,2026-03-05 08:36:08,Bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.092,0.417,0.492,0.765,positive,6.29,high,False
5.0,Ipul Utility,2026-03-05 08:35:27,sangat membantu para pekerja,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu kerja,1,Usefulness,0.0,0.0,1.0,0.4404,positive,5.32,high,True
5.0,eka marhaban,2026-03-05 08:33:12,"proses nya cepet banget Alhamdulillah, dari pengkinian data - pengajuan klaim - uang d transfer, cepet banget ga nyampe 1 jam",0.0,Relevan dengan P1 dan P3,3,1,1,3,proses nya cepet banget alhamdulillah kini data aju klaim uang d transfer cepet banget tidak nyampe jam,2,Ease of Use,0.0,0.0,1.0,0.5267,positive,5.58,high,True
5.0,Wahyu Imams,2026-03-05 08:28:17,good,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,good,0,Tidak relevan dengan UMUX-Lite,0.0,0.25,0.75,0.4588,positive,5.38,high,False
5.0,Al Alex,2026-03-05 08:26:42,bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.0,0.208,0.792,0.5859,positive,5.76,high,False
5.0,Saiful bahri,2026-03-05 08:12:22,SANGAT BAIK,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,sangat baik,0,Tidak relevan dengan UMUX-Lite,0.216,0.49,0.294,0.2023,positive,4.61,moderate,False
5.0,arrhennius mt. mambang,2026-03-05 08:07:12,mantap lah,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap lah,0,Tidak relevan dengan UMUX-Lite,0.0,0.345,0.655,0.5859,positive,5.76,high,False
5.0,Heru Firmansah,2026-03-05 08:04:37,kenapa log in tidak sesuai padahal udah benar,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,log in tidak sesuai padahal udah benar,0,Tidak relevan dengan UMUX-Lite,0.0,0.213,0.787,0.5719,positive,5.72,high,False
5.0,Soleh Wakik,2026-03-05 08:03:32,aplikasi sangat mantap,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,aplikasi sangat mantap,1,Usefulness,0.0,0.0,1.0,0.5267,positive,5.58,high,True
5.0,Mukhtarrizaldi,2026-03-05 08:01:09,sangat puas,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,sangat puas,1,Usefulness,0.143,0.649,0.208,0.25,positive,4.75,moderate,True
5.0,Aditya Pratama,2026-03-05 07:56:33,bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,0.0,0.0,neutral,4.0,moderate,False
1.0,Anisa Salsabila,2026-03-05 07:50:12,"sungguh ironis, aplikasi yang berhubungan perusahaan negara tidak berguna sama sekali.... sungguh miris",0.0,Relevan dengan P1 dan P3,3,1,1,3,sungguh ironis aplikasi hubung usaha negara tidak guna sama sekali sungguh miris,3,Usefulness + Ease of Use,0.0,1.0,0.0,0.0,neutral,4.0,moderate,True
5.0,bhaggoez permana,2026-03-05 07:42:18,ok,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.6486,positive,5.95,high,False
5.0,Hamranload,2026-03-05 07:35:44,mantaaap,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantaaap,0,Tidak relevan dengan UMUX-Lite,0.0,0.227,0.773,0.5267,positive,5.58,high,False
5.0,Abu Haris,2026-03-05 07:24:26,proses cepat,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,proses cepat,1,Usefulness,0.0,0.0,1.0,0.5267,positive,5.58,high,True
5.0,I Nyoman Aditha,2026-03-05 07:19:41,sangat efisien.,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,sangat efisien,0,Tidak relevan dengan UMUX-Lite,0.0,0.213,0.787,0.5719,positive,5.72,high,False
5.0,Febri Wahyuni,2026-03-05 07:15:47,bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.564,0.256,0.179,-0.4588,negative,2.62,low,False
5.0,Rico Aguy,2026-03-05 07:15:05,saya puas dengan pelayanannya,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,puas layan,1,Usefulness,0.626,0.374,0.0,-0.7717,negative,1.68,low,True
1.0,Suritoladan,2026-03-05 07:06:49,pengkinian data gk bisa terus,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,kini data tidak bisa terus,2,Ease of Use,0.0,0.598,0.402,0.5719,positive,5.72,high,True
4.0,Abu hasan,2026-03-05 06:56:14,agak rumit kalo ada yg salah dikit aja,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,rumit kalo yg salah dikit aja,2,Ease of Use,0.0,0.217,0.783,0.5574,positive,5.67,high,True
5.0,Ginda Simamora,2026-03-05 06:52:34,"aplikasi JMO selalu minta update setiap di gunakan, mohon solusinya",0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,aplikasi jmo selalu minta update tiap guna mohon solusi,2,Ease of Use,0.0,0.106,0.894,0.8126,positive,6.44,high,True
5.0,sawal darwis,2026-03-05 06:32:54,sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu,1,Usefulness,0.0,0.25,0.75,0.4588,positive,5.38,high,True
5.0,Dendy Dewayanto,2026-03-05 06:31:11,sangat membantu pekerja dan bermanfaat,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu kerja manfaat,1,Usefulness,0.111,0.432,0.457,0.6808,positive,6.04,high,True
5.0,Danial Dani,2026-03-05 06:29:36,sangat baik,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,sangat baik,0,Tidak relevan dengan UMUX-Lite,0.0,0.167,0.833,0.875,positive,6.62,high,False
5.0,MErsyah Gunawan,2026-03-05 06:29:36,Sangat membantu! klaim tanpa perlu tatap muka atau proses yg berbelit-belit,1.0,Relevan dengan P1 dan P3,3,1,1,3,sangat bantu klaim tanpa perlu tatap muka proses yg belit belit,3,Usefulness + Ease of Use,0.0,0.0,1.0,0.8074,positive,6.42,high,True
5.0,Untung Terus,2026-03-05 06:27:20,app membatu simpel dan mudah di pahami,0.0,Relevan dengan P1 dan P3,3,1,1,3,aplikasi batu simpel mudah paham,1,Usefulness,0.0,0.227,0.773,0.5267,positive,5.58,high,True
5.0,saur tio,2026-03-05 06:26:39,Mantap cepat,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap cepat,0,Tidak relevan dengan UMUX-Lite,0.0,0.217,0.783,0.5574,positive,5.67,high,False
5.0,Jeny Velin,2026-03-05 06:23:36,aplikasinya bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,aplikasi bagus,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.4215,positive,5.26,high,False
5.0,Luthfi Khaliq.S,2026-03-05 06:14:07,sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu,1,Usefulness,0.0,1.0,0.0,0.0,neutral,4.0,moderate,True
5.0,DIMAS DC,2026-03-05 06:04:56,oke,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,oke,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.4588,positive,5.38,high,False
5.0,Wasis Azis,2026-03-05 06:02:25,jos,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,jos,0,Tidak relevan dengan UMUX-Lite,0.0,0.217,0.783,0.5574,positive,5.67,high,False
5.0,juharli ismail,2026-03-05 05:56:30,Terbaik,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,baik,0,Tidak relevan dengan UMUX-Lite,0.435,0.0,0.565,0.0258,neutral,4.08,moderate,False
5.0,desi marina,2026-03-05 05:44:51,sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu,1,Usefulness,0.0,0.0,0.0,0.0,neutral,4.0,moderate,True
1.0,Ayambakar BangAaron,2026-03-05 05:44:37,sudah download pencairan susah,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,download cair susah,2,Ease of Use,0.0,0.791,0.209,0.5859,positive,5.76,high,True
5.0,Dino Grasino,2026-03-05 05:40:56,ok,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,,0,Tidak relevan dengan UMUX-Lite,0.0,0.366,0.634,0.6369,positive,5.91,high,False
1.0,ncun miaw,2026-03-05 05:37:45,"pengkinian data, masa masukkan kota kelurahan dan kecamatan harus scoll, berjuta juta itu kecamatan dan kelurahan, mohon di perbaik aplikasinya biar bisa di ketik aja udah muncul nama kota, kecamatan dan kelurahan 🙏",0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,kini data masa masuk kota lurah camat scoll juta juta camat lurah mohon baik aplikasi biar bisa ketik aja udah muncul nama kota camat lurah,2,Ease of Use,0.0,0.226,0.774,0.8834,positive,6.65,high,True
5.0,Retno Indria,2026-03-05 05:34:02,sangat membantu pengecekan berkala jht,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu kece kala jht,1,Usefulness,0.0,0.222,0.778,0.5423,positive,5.63,high,True
5.0,nervo ananda,2026-03-05 05:25:55,"aplikasi ini sangat bagus,dan cepat cairnya pensiun",0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,aplikasi sangat bagus cepat cair pensiun,1,Usefulness,0.636,0.364,0.0,-0.5423,negative,2.37,low,True
5.0,Fahri ardi Wiranata,2026-03-05 05:25:53,sangat cepat,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,sangat cepat,0,Tidak relevan dengan UMUX-Lite,0.0,0.208,0.792,0.5859,positive,5.76,high,False
4.0,Musbalah Suruj,2026-03-05 05:18:48,"agak lemot, harus jaringan kuat",0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,lambat jaring kuat,2,Ease of Use,0.0,0.0,1.0,0.4404,positive,5.32,high,True
5.0,Aleya Maharani,2026-03-05 05:08:57,sangat memudahkan peserta,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat mudah,2,Ease of Use,0.289,0.526,0.184,-0.2023,negative,3.39,moderate,True
5.0,arif rahman,2026-03-05 05:07:27,good,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,good,0,Tidak relevan dengan UMUX-Lite,0.268,0.395,0.337,-0.1027,negative,3.69,moderate,False
3.0,Kharis Budi,2026-03-05 05:06:29,apk nya gak bisa login min,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,aplikasi nya tidak bisa login min,2,Ease of Use,0.478,0.217,0.304,-0.2023,negative,3.39,moderate,True
1.0,Oscar Audio,2026-03-05 04:44:31,aplikasinya ribet jelas jelas email dah terdaftar di katain blom terdaftar dan ketika sudah daftar kepesertaan ketika sudah mau bayar aku close dulu dan mau masuk lagi gk bisa bisa ribet bgt lah,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,aplikasi ribet jelas jelas email dah daftar katain blom daftar daftar mau bayar aku close dulu mau masuk tidak bisa bisa ribet bgt lah,2,Ease of Use,0.333,0.263,0.404,-0.0516,negative,3.85,moderate,True
1.0,Eli Nurhalimah,2026-03-05 04:41:49,tidak bisa masuk,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,tidak bisa masuk,2,Ease of Use,0.427,0.448,0.125,-0.8779,negative,1.37,low,True
5.0,pangeran padjajaran,2026-03-05 04:32:04,Alhamdulillah sdh lg buka blokiran ny,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,alhamdulillah sdh lg buka blokir ny,1,Usefulness,0.0,0.0,1.0,0.5267,positive,5.58,high,True
3.0,Nurul Zihani,2026-03-05 04:30:52,"kenapa saya ga bisa Login JMO saya. opsi login ga bisa diklik, ga ada notif salah pasword juga. coba uninstal trus instal ulang ttp ga bisa. sering bgt begini",0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,tidak bisa login jmo opsi login tidak bisa klik tidak notif salah pasword coba uninstal trus instal ulang ttp tidak bisa sering bgt begini,2,Ease of Use,0.0,1.0,0.0,0.0,neutral,4.0,moderate,True
5.0,Kristianus Emanuel,2026-03-05 04:24:18,bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.46,0.414,0.126,-0.9559,negative,1.13,low,False
1.0,Tia Apika,2026-03-05 04:19:58,"ujung2nya di suruh datang ke kantor terdekat , saat mengklem",0.0,Relevan dengan P1 dan P3,3,1,1,3,ujung nya suruh datang kantor dekat klem,3,Usefulness + Ease of Use,0.0,0.4,0.6,0.4588,positive,5.38,high,True
5.0,Dimas Listianto,2026-03-05 04:19:37,"aplikasi tolol developer nya juga tolol, ngapain harus ada fitur lock verifikasi coba, belum apa apa ke lock belum apa apa ke lock, bukannya nyelesein masalah biar ga Dateng ke kantor cabang malah ujung ujungnya harus ke kantor cabang juga percuma aplikasi ga guna",0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,aplikasi tolol developer nya tolol ngapain fitur lock verifikasi coba belum apa apa lock belum apa apa lock bukan nyelesein masalah biar tidak dateng kantor cabang malah ujung ujung kantor cabang percuma aplikasi tidak guna,2,Ease of Use,0.0,0.349,0.651,0.6808,positive,6.04,high,True
5.0,Salut Martua Simamora,2026-03-05 04:10:49,Terimakasih. luar biasa!!!.. 🙏,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,terimakasih luar biasa,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5574,positive,5.67,high,False
5.0,poday 007,2026-03-05 04:01:43,jmo ku sukses klaim cepatt,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,jmo ku sukses klaim cepatt,0,Tidak relevan dengan UMUX-Lite,0.0,1.0,0.0,0.0,neutral,4.0,moderate,False
4.0,Gibran Abintara,2026-03-05 03:59:48,membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,bantu,1,Usefulness,0.0,0.25,0.75,0.4588,positive,5.38,high,True
5.0,Dani Syaputra,2026-03-05 03:45:50,bgusss polll,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bgusss polll,0,Tidak relevan dengan UMUX-Lite,0.0,1.0,0.0,0.0,neutral,4.0,moderate,False
5.0,Yusuf febriantonio Shipahutar,2026-03-05 03:45:23,ok sangat baik,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,sangat baik,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,0.0,0.0,neutral,4.0,moderate,False
5.0,Siti Fatimatuz zahro,2026-03-05 03:44:57,SUKAAA PWOOLL SAMA PELAYANNANNYAAAA AWWWWW LUUUVVVVLUUVVV,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,sukaaa pwooll sama pelayannannyaaaa a luuuvvvvluuvvv,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5859,positive,5.76,high,False
5.0,Nur Janah,2026-03-05 03:37:30,ok,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,,0,Tidak relevan dengan UMUX-Lite,0.0,0.217,0.783,0.5574,positive,5.67,high,False
5.0,Hasdiyanto Hasdiyanto,2026-03-05 03:36:24,mantap,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.4404,positive,5.32,high,False
5.0,Betok Besak,2026-03-05 03:33:49,sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu,1,Usefulness,0.138,0.566,0.296,0.3612,positive,5.08,high,True
5.0,Aspiangaming pros,2026-03-05 03:25:11,good,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,good,0,Tidak relevan dengan UMUX-Lite,0.0,0.119,0.881,0.8126,positive,6.44,high,False
5.0,debi ariyanto,2026-03-05 03:22:19,aman terpercaya..tapi saya gak bisa toup di aplikasi J.M.O biarpun ada saldo.nya juga,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,aman percaya tidak bisa toup aplikasi j m o biarpun saldo nya,2,Ease of Use,0.0,0.0,1.0,0.4404,positive,5.32,high,True
