rating,user,date,comment,likes,label UMUX,label,mudah digunakan (P1),memenuhi kebutuhan (P3),label_umux,clean_text,predicted_umux_label,predicted_umux_dimension,vader_neg,vader_neu,vader_pos,vader_compound,sentiment_category,umux_lite_score_1_7,umux_score_category,is_umux_relevant,topic_id,topic_score,umux_label,umux_dimension
5.0,Bisam Arifianto,2026-03-31 13:48:09,Kenapa di hp huwawe aplikasinya gak bisa di buka,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,hp huwawe aplikasi tidak bisa buka,2,Ease of Use,0.452,0.437,0.111,-0.8625,negative,1.41,low,True,2,0.21704642043124323,2,Ease of Use
5.0,Monika Making,2026-03-31 11:00:05,Mudah diakses,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,mudah akses,2,Ease of Use,0.0,0.256,0.744,0.4404,positive,5.32,high,True,5,0.3983427067646965,2,Ease of Use
4.0,Huzain As'ari,2026-03-31 10:04:14,"sekarang jmo susah banget untuk login, knpa sih yg harusnya aplikasi bisa buat mempercepat ini malah kaga bisa masuk😕😕",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,sekarang jmo susah banget login knpa sih yg aplikasi bisa buat cepat malah kaga bisa masuk,2,Ease of Use,0.0,0.375,0.625,0.6124,positive,5.84,high,True,3,0.0751129328282275,2,Ease of Use
5.0,Rubes Naufal,2026-03-31 09:54:04,lebih mudah,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,lebih mudah,2,Ease of Use,0.247,0.325,0.429,0.2023,positive,4.61,moderate,True,1,0.2527078955470986,2,Ease of Use
1.0,Ohan Rohanda,2026-03-31 09:33:09,harus update terus ampuuuun ..😓😓😓...,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,update terus ampuuuun,2,Ease of Use,0.0,0.0,1.0,0.4588,positive,5.38,high,True,3,0.017632763716138485,2,Ease of Use
5.0,ANANDA ANIS,2026-03-31 08:53:33,"bagus banget, pelayanan cepat, minta tolong pelayanan online biar bisa 24 jam yaa",0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,bagus banget layan cepat minta layan online biar bisa jam yaa,2,Ease of Use,0.0,0.0,1.0,0.5423,positive,5.63,high,True,4,0.14011849013251315,2,Ease of Use
1.0,reyhan sugiarto,2026-03-31 08:39:19,"ini saya mau klaim JHT tpi tiba"" pas klik ambil foto biometrik tidak bisa, tulisannya ""pengajuan JHT tidak dapat di lanjutkan, proses verifikasi biometrik tidak berhasil sebanyak 3 kali"" padahal saya baru aja klik ambil foto aja blm malah muncul tulisan seperti itu, tolong di perbaiki lah!!! susah banget mau klaim JHT tambahan ulasan: saya sudah mencoba menggunakan lapak asik tpi kode verifikasi tidak masuk ke nomor saya!!!",17.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mau klaim jht tpi tiba pas klik ambil foto biometrik tidak bisa tulis aju jht tidak lanjut proses verifikasi biometrik tidak hasil banyak kali padahal baru aja klik ambil foto aja blm malah muncul tulis baik lah susah banget mau klaim jht tambah ulas coba guna lapak asik tpi kode verifikasi tidak masuk nomor,2,Ease of Use,0.0,1.0,0.0,0.0,neutral,4.0,moderate,True,3,0.04229769859903009,2,Ease of Use
5.0,A. Akbar,2026-03-31 07:25:53,sangat memudahkan,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat mudah,2,Ease of Use,0.0,0.0,1.0,0.5859,positive,5.76,high,True,1,0.2527078955470986,2,Ease of Use
5.0,syarifuddin latif,2026-03-31 07:25:10,"daftar akun mudah, cek saldo gampang",0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,daftar akun mudah cek saldo gampang,2,Ease of Use,0.0,0.0,1.0,0.5267,positive,5.58,high,True,1,0.03773698271730578,2,Ease of Use
4.0,Teguh Kurniawan,2026-03-31 07:05:19,sangat baik mudah untuk mengupdate data,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,sangat baik mudah mengupdate data,2,Ease of Use,0.0,0.345,0.655,0.5859,positive,5.76,high,True,1,0.13060648459328975,2,Ease of Use
5.0,ERWIN LISTYAN SONJAYA,2026-03-31 04:50:33,"Aplikasi tabungan masa depan , Masha Allah tabarakallah",0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,aplikasi tabung masa depan masha allah tabarakallah,2,Ease of Use,0.467,0.296,0.237,-0.8519,negative,1.44,low,True,3,0.0014816339372597804,2,Ease of Use
5.0,Ita safitrie,2026-03-31 02:19:44,Terima kasih bpjstk semarang majapahit sudah membantu pencairan klaim saya,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,terima kasih bpjstk semarang majapahit bantu cair klaim,2,Ease of Use,0.0,0.098,0.902,0.8481,positive,6.54,high,True,4,0.015130929986370858,2,Ease of Use
3.0,annisa hidayah,2026-03-31 01:29:45,"tadi saya mau buka apk Jmo, terus pas mau masukin kata sandi malah gamau masuk ke jmo nya. padahal kmrn2 masih bisa kok sandi nya. ini jmo nya error kah?",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,tadi mau buka aplikasi jmo terus pas mau masukin kata sandi malah gamau masuk jmo nya padahal kmrn bisa kok sandi nya jmo nya error,2,Ease of Use,0.0,0.526,0.474,0.5574,positive,5.67,high,True,3,0.03064232504421118,2,Ease of Use
5.0,Pesisir Krui,2026-03-30 22:48:11,pelayanan cepat dan mudah,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,layan cepat mudah,2,Ease of Use,0.0,1.0,0.0,0.0,neutral,4.0,moderate,True,4,0.30757264484043506,2,Ease of Use
4.0,mulyadi HP,2026-03-30 15:06:05,kita dapat memantau BPJS kita,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,pantau bpjs,2,Ease of Use,0.0,0.364,0.636,0.5423,positive,5.63,high,True,4,0.0025977094011609553,2,Ease of Use
2.0,mae Maesaroh26,2026-03-30 11:59:40,kenapa saya tidak bisa membuka aplikasi jmo?? Malah mental kembali. Mohon info nya,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,tidak bisa buka aplikasi jmo malah mental mohon info nya,2,Ease of Use,0.6,0.4,0.0,-0.6705,negative,1.99,low,True,2,0.09626560581688276,2,Ease of Use
5.0,Dede Idah06,2026-03-30 10:54:52,membantu melihat saldo,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,bantu lihat saldo,2,Ease of Use,0.0,0.0,1.0,0.5267,positive,5.58,high,True,3,0.005966245538959984,2,Ease of Use
3.0,Yuli Yuli,2026-03-30 10:24:39,aplikasine punya ku gk bisa di buka,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,aplikasine punya ku tidak bisa buka,2,Ease of Use,0.0,1.0,0.0,0.0,neutral,4.0,moderate,True,2,0.08308264236924429,2,Ease of Use
5.0,Nur Zamil,2026-03-30 08:47:44,aplikasi cepat,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,aplikasi cepat,2,Ease of Use,0.0,0.125,0.875,0.7906,positive,6.37,high,True,4,0.30485244336945255,2,Ease of Use
5.0,Jusman Tutu88,2026-03-30 08:46:18,sangat mudah digunakan,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,sangat mudah guna,2,Ease of Use,0.0,0.233,0.767,0.765,positive,6.29,high,True,1,0.2527078955470986,2,Ease of Use
5.0,Aip Rustandi,2026-03-30 07:00:06,simpan otomatis akunnya d maksimalkan lgi biar lebih mudah untuk pengguna,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,simpan otomatis akun d maksimal lgi biar lebih mudah guna,2,Ease of Use,0.0,0.217,0.783,0.5574,positive,5.67,high,True,1,0.034960827175913534,2,Ease of Use
5.0,siti chodijah,2026-03-30 06:37:47,Bagus aplikasinya tidak loading,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,bagus aplikasi tidak loading,2,Ease of Use,0.0,1.0,0.0,0.0,neutral,4.0,moderate,True,3,0.020349765910672963,2,Ease of Use
5.0,Deni Andika,2026-03-30 06:08:35,baik dan mudah di mengerti,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,baik mudah erti,2,Ease of Use,0.0,0.0,1.0,0.4588,positive,5.38,high,True,1,0.07658137142428144,2,Ease of Use
5.0,Abu Dhani Dani Jalbo,2026-03-30 06:03:29,mempermudah dlm mendapatkan informasi berkaitan dg bpjs,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,mudah dlm informasi kait dg bpjs,2,Ease of Use,0.0,0.208,0.792,0.5859,positive,5.76,high,True,1,0.03806524062480899,2,Ease of Use
5.0,Deni Deri,2026-03-30 05:51:08,"bagus, karna sangat Membantu dan mempermudahkan mendaftarkan nya",0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,bagus karna sangat bantu mudah daftar nya,2,Ease of Use,0.0,1.0,0.0,0.0,neutral,4.0,moderate,True,1,0.045794329840865934,2,Ease of Use
5.0,Siti Toharoh,2026-03-30 05:40:00,kenapa di install gak bisa di buka,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,install tidak bisa buka,2,Ease of Use,0.0,1.0,0.0,0.0,neutral,4.0,moderate,True,2,0.12986766199711736,2,Ease of Use
4.0,Hety Tuka,2026-03-30 05:02:10,"ini kedua kali saya mengunakan JMO , Cepat,tapi kata password salah terus padahal masukan password yang sama",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,kali mengunakan jmo cepat kata password salah terus padahal masuk password sama,2,Ease of Use,0.0,0.0,1.0,0.5267,positive,5.58,high,True,4,0.060169960447544114,2,Ease of Use
1.0,Erika,2026-03-30 04:38:13,tidak bisa login!!,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,tidak bisa login,2,Ease of Use,0.0,0.0,1.0,0.5859,positive,5.76,high,True,3,0.36491184429316176,2,Ease of Use
5.0,irfandi isthebest,2026-03-30 04:23:49,sangat baik dalam melayani,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,sangat baik layan,2,Ease of Use,0.0,0.0,0.0,0.0,neutral,4.0,moderate,True,4,0.12291002701162668,2,Ease of Use
5.0,Putra Wahyudin,2026-03-30 03:37:10,Kenapa sering ngak bisa login ini?,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,sering ngak bisa login,2,Ease of Use,0.0,0.0,1.0,0.5859,positive,5.76,high,True,3,0.14379708319986145,2,Ease of Use
1.0,Bayu septiawan,2026-03-30 03:26:16,ga bisa di buka,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,tidak bisa buka,2,Ease of Use,0.0,0.145,0.855,0.7096,positive,6.13,high,True,2,0.2782844578743548,2,Ease of Use
5.0,ari dwi,2026-03-30 02:49:42,pengajuan klaim cepet...mantap,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,aju klaim cepet mantap,2,Ease of Use,0.556,0.303,0.141,-0.4767,negative,2.57,low,True,4,0.010883777845059395,2,Ease of Use
5.0,Gun Gun,2026-03-30 02:46:43,mudah,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,mudah,2,Ease of Use,0.0,1.0,0.0,0.0,neutral,4.0,moderate,True,1,0.2527078955470986,2,Ease of Use
5.0,Rezky CSO Balaesang,2026-03-30 02:22:49,cepat responnya,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,cepat responnya,2,Ease of Use,0.0,0.0,1.0,0.4939,positive,5.48,high,True,4,0.30485244336945255,2,Ease of Use
5.0,Bayu Anggara,2026-03-30 01:50:54,aplikasi ini sangat memudahkan,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,aplikasi sangat mudah,2,Ease of Use,0.0,0.227,0.773,0.5267,positive,5.58,high,True,1,0.2527078955470986,2,Ease of Use
1.0,suryo gumelar,2026-03-30 00:10:01,aplikasi ngga jelas!!!!!!,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,aplikasi tidak jelas,2,Ease of Use,0.27,0.368,0.362,0.128,positive,4.38,moderate,True,3,0.03382208792730932,2,Ease of Use
5.0,Intan Anggriani,2026-03-29 18:14:04,koneksi cepat meskipun di luar jam kerja semoga lebih bisa meningkatkan pelayanan yang lebih baik,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,koneksi cepat meski luar jam kerja moga lebih bisa tingkat layan lebih baik,2,Ease of Use,0.289,0.526,0.184,-0.2023,negative,3.39,moderate,True,4,0.07949387549852262,2,Ease of Use
1.0,JAGAT SATRYA,2026-03-29 14:57:53,aplikasi tidak bisa di buka di samsung a03+,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,aplikasi tidak bisa buka samsung a,2,Ease of Use,0.0,0.227,0.773,0.5267,positive,5.58,high,True,2,0.13205533699520086,2,Ease of Use
1.0,Sibo Sibo,2026-03-29 10:10:39,tidak bisa di buka,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,tidak bisa buka,2,Ease of Use,0.0,0.0,1.0,0.4588,positive,5.38,high,True,2,0.2782844578743548,2,Ease of Use
5.0,Wawan To,2026-03-29 08:35:40,mudah digunakan dan dipahami,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,mudah guna paham,2,Ease of Use,0.0,0.0,1.0,0.5859,positive,5.76,high,True,1,0.08227721397183611,2,Ease of Use
5.0,Zainudin Muttaqin,2026-03-29 08:06:08,Mudah,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,mudah,2,Ease of Use,0.0,0.0,1.0,0.4404,positive,5.32,high,True,1,0.2527078955470986,2,Ease of Use
5.0,agus saryono,2026-03-29 07:09:12,bagus daftar mudah klaim mudah dengan online terimakasih JMO,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,bagus daftar mudah klaim mudah online terimakasih jmo,2,Ease of Use,0.564,0.256,0.179,-0.4588,negative,2.62,low,True,1,0.07225358920945046,2,Ease of Use
4.0,Mu da,2026-03-29 03:40:02,alkhamdullilah semenjak ada aplikasi ini kita tau saldo kita,0.0,Relevan dengan P1 dan P3,3,1,1,3,alkhamdullilah semenjak aplikasi tau saldo,2,Ease of Use,0.0,1.0,0.0,0.0,neutral,4.0,moderate,True,3,0.0038737762505388833,2,Ease of Use
4.0,Heri Kuswanto,2026-03-28 23:29:51,mudah dalam pengecekan,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,mudah kece,2,Ease of Use,0.467,0.163,0.37,-0.2023,negative,3.39,moderate,True,1,0.06517983985965091,2,Ease of Use
2.0,Amat Sayank Clalu,2026-03-28 22:50:14,kenapa saya tidak bisa login,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,tidak bisa login,2,Ease of Use,0.0,1.0,0.0,0.0,neutral,4.0,moderate,True,3,0.36491184429316176,2,Ease of Use
1.0,Hernanda Hernanda,2026-03-28 14:46:56,aplikasi ga bisa di buka!!!!,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,aplikasi tidak bisa buka,2,Ease of Use,0.0,0.12,0.88,0.8074,positive,6.42,high,True,2,0.2782844578743548,2,Ease of Use
2.0,mas Pincukk,2026-03-28 14:17:06,"tidak bisa login ke palikasi, sudah isi emaildan password",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,tidak bisa login palikasi isi emaildan password,2,Ease of Use,0.0,0.263,0.737,0.4215,positive,5.26,high,True,3,0.23505538070886292,2,Ease of Use
1.0,Andi syahputra Syahputra,2026-03-28 10:59:55,"aplikasinya sekarang jelek, tiap mau login ga pernah bisa masuk",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,aplikasi sekarang jelek tiap mau login tidak pernah bisa masuk,2,Ease of Use,0.0,0.25,0.75,0.7906,positive,6.37,high,True,3,0.09382405864250785,2,Ease of Use
5.0,Linggar Kreator,2026-03-28 10:06:40,semoga pencairan lebih mudah,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,moga cair lebih mudah,2,Ease of Use,0.0,1.0,0.0,0.0,neutral,4.0,moderate,True,1,0.05936824598148239,2,Ease of Use
5.0,Mas Ardy,2026-03-28 09:42:26,muantap appnya. sangat membantu dari pengurusan data sampai klaim JHTnya.,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,muantap appnya sangat bantu urus data klaim jhtnya,2,Ease of Use,0.0,0.0,1.0,0.5859,positive,5.76,high,True,4,0.006099529299364736,2,Ease of Use
2.0,ridho budiyunanto,2026-03-28 09:13:03,kenapa tidak bisa di buka,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,tidak bisa buka,2,Ease of Use,0.186,0.424,0.39,0.34,positive,5.02,high,True,2,0.2782844578743548,2,Ease of Use
5.0,Riyad Jinan Fayi,2026-03-28 08:40:41,Cukup baik & gak repot klo mau tau saldo.,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,cukup baik tidak repot klo mau tau saldo,2,Ease of Use,0.0,0.0,1.0,0.4588,positive,5.38,high,True,3,0.019909670435488067,2,Ease of Use
1.0,ALIEN suka movie,2026-03-28 07:04:23,"apl apalh ini,di buka saja ga bisa,ga jelas amat buat aplikasi,",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,apl apalh buka tidak bisa tidak jelas buat aplikasi,2,Ease of Use,0.0,0.25,0.75,0.4588,positive,5.38,high,True,2,0.0707672530104368,2,Ease of Use
5.0,Djawa Arifudin,2026-03-28 03:22:00,gampang di gunakan,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,gampang guna,2,Ease of Use,0.0,0.0,1.0,0.9081,positive,6.72,high,True,5,0.022610676692142454,2,Ease of Use
1.0,tiknyo prawito,2026-03-28 03:16:54,gk bisa kebuka,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,tidak bisa buka,2,Ease of Use,0.0,0.227,0.773,0.5267,positive,5.58,high,True,2,0.2782844578743548,2,Ease of Use
5.0,Jabezr Bernabeu,2026-03-28 03:08:30,alhamdulillah terima mudah di gunakan,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,alhamdulillah terima mudah guna,2,Ease of Use,0.0,0.0,1.0,0.4588,positive,5.38,high,True,1,0.0622797996586429,2,Ease of Use
2.0,Nur Jaya,2026-03-28 02:55:28,sy sdh kirim data n e mail ..lengkap...koq lom bisa terbuka yaak..aplokasi JMO sy..🙏🙏,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,sy sdh kirim data n e mail lengkap koq lom bisa buka yaak aplokasi jmo sy,2,Ease of Use,0.0,0.41,0.59,0.802,positive,6.41,high,True,2,0.04974841802263003,2,Ease of Use
4.0,Orudua Waruwu,2026-03-28 02:26:59,sangat mudah untuk cairkan JMO di aplikasi kasih langsung ☺️,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,sangat mudah cair jmo aplikasi kasih langsung,2,Ease of Use,0.0,0.0,1.0,0.4939,positive,5.48,high,True,1,0.06293713698111851,2,Ease of Use
5.0,Arindaniprih 81,2026-03-27 22:05:11,mantap dan mudah,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,mantap mudah,2,Ease of Use,0.0,0.25,0.75,0.4588,positive,5.38,high,True,1,0.2527078955470986,2,Ease of Use
5.0,Universal Akuhijotko,2026-03-27 21:53:38,misal ad program saldo JHT bisa digunakan untk program yg kain,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,misal ad program saldo jht bisa guna untk program yg kain,2,Ease of Use,0.0,0.227,0.773,0.5267,positive,5.58,high,True,3,0.014043236282363654,2,Ease of Use
4.0,Rizki Agusetiana,2026-03-27 09:32:11,hodeh myan alus,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,hodeh myan alus,2,Ease of Use,0.593,0.226,0.181,-0.8074,negative,1.58,low,True,1,0.0,2,Ease of Use
5.0,Wawan Gunawan (Wawan),2026-03-27 07:24:14,diaplikasi ini saya tidak bisa cek saldo.. selalu loading terus.. masalahnya ada dimana ya,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,aplikasi tidak bisa cek saldo selalu loading terus masalah mana,2,Ease of Use,0.0,0.0,1.0,0.4588,positive,5.38,high,True,3,0.04267947127402505,2,Ease of Use
3.0,Cipto Tri Satria,2026-03-27 05:41:15,"Perlu perbaikan, saya sangat mudah mendaftar dan juga melakukan pembayaran, namun pas mau cek akun tidak bisa masuk. Masalahnya pada form pendaftaran tidak tertera email, tapi untuk login harus pakai email. Bagaimana bisa login kalau emailnya saja tidak didata. Saya sarankan untuk login menggunakan NIK saja, karena pendaftarannya hanya menggunakan NIK. Dan setiap saya mau login tidak bisa saya nanya di wa jmo malah tidak ada jawaban saya Harap tidak menyusahkan masyarakat yang sebagian besar",1.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,perlu baik sangat mudah daftar laku bayar pas mau cek akun tidak bisa masuk masalah form daftar tidak tera email login pakai email bagaimana bisa login kalau email tidak data saran login guna nik daftar guna nik tiap mau login tidak bisa nanya wa jmo malah tidak jawab harap tidak susah masyarakat besar,2,Ease of Use,0.0,0.222,0.778,0.5423,positive,5.63,high,True,3,0.12588359123076617,2,Ease of Use
5.0,Yoga Prakoso,2026-03-27 04:06:24,lebih mudah,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,lebih mudah,2,Ease of Use,0.258,0.215,0.527,0.3612,positive,5.08,high,True,1,0.2527078955470986,2,Ease of Use
3.0,Tedi Hidayat,2026-03-27 02:12:24,"aplikasi ini kenapa tidak bisa dibuka, padahal tahun lalu tidak ada apa-apa",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,aplikasi tidak bisa buka padahal tahun lalu tidak apa apa,2,Ease of Use,0.0,0.0,1.0,0.4404,positive,5.32,high,True,2,0.07537381604673686,2,Ease of Use
5.0,Zahira Septiani,2026-03-27 02:03:15,lebih di tingkatkan laqi,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,lebih tingkat laqi,2,Ease of Use,0.0,0.484,0.516,0.8625,positive,6.59,high,True,4,0.004266495516919008,2,Ease of Use
5.0,Nandi Huntoro,2026-03-27 01:58:22,"petugasnya ramah,sangat jelas memberi penjelasan yg saya perlukan serta membantu pengoperasian aplikasi JMO....",0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,tugas ramah sangat jelas beri jelas yg perlu bantu operasi aplikasi jmo,2,Ease of Use,0.0,0.0,1.0,0.8442,positive,6.53,high,True,4,0.006936826745176034,2,Ease of Use
5.0,Xanon Steven,2026-03-27 01:46:41,mantap krn mudah digunakan,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,mantap krn mudah guna,2,Ease of Use,0.177,0.565,0.258,0.0,neutral,4.0,moderate,True,1,0.0843117384689494,2,Ease of Use
3.0,Rahmatia Maryulita,2026-03-27 01:32:44,tolong versinya di naikin dong. pakai versi ios 26 aplikasi tidak bisa di buka,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,versi naikin dong pakai versi ios aplikasi tidak bisa buka,2,Ease of Use,0.0,0.118,0.882,0.8176,positive,6.45,high,True,2,0.1041640814000689,2,Ease of Use
5.0,Pak Sukron,2026-03-27 01:18:48,Sangat mudah dan lancar,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,sangat mudah lancar,2,Ease of Use,0.0,0.625,0.375,0.4588,positive,5.38,high,True,1,0.06589240894035629,2,Ease of Use
5.0,Lukman Hakim,2026-03-27 00:04:19,simple,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,simple,2,Ease of Use,0.0,0.217,0.783,0.5574,positive,5.67,high,True,5,0.01126993054794765,2,Ease of Use
5.0,Ilyas,2026-03-26 16:31:23,mudah digunakan,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,mudah guna,2,Ease of Use,0.0,1.0,0.0,0.0,neutral,4.0,moderate,True,1,0.2527078955470986,2,Ease of Use
5.0,Yusuf Nugraha,2026-03-26 12:44:34,Kami sebagai peserta jaminan sosial ketenagakerjaan minimalnya bisa tau saldo dan cara juga waktu pengambilan,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,bagai jamin sosial ketenagakerjaan minimal bisa tau saldo cara waktu ambil,2,Ease of Use,0.0,0.227,0.773,0.5267,positive,5.58,high,True,3,0.011279082720861713,2,Ease of Use
5.0,Khasan Udin 07,2026-03-26 07:21:08,mantap tingkatkan lagi biar tidak banyak bug,1.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,mantap tingkat biar tidak banyak bug,2,Ease of Use,0.355,0.645,0.0,-0.296,negative,3.11,moderate,True,3,0.014125860210140107,2,Ease of Use
5.0,Majika Kanaya,2026-03-26 02:38:55,"mudah dipahami, fiturnya lengkap..",0.0,Relevan dengan P1 dan P3,3,1,1,3,mudah paham fiturnya lengkap,2,Ease of Use,0.0,1.0,0.0,0.0,neutral,4.0,moderate,True,1,0.05391393939189121,2,Ease of Use
5.0,Agil Restu Prayoga,2026-03-26 01:57:08,Gak usah ke kantor lewat online mudah,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,tidak usah kantor lewat online mudah,2,Ease of Use,0.0,1.0,0.0,0.0,neutral,4.0,moderate,True,1,0.033071760471981744,2,Ease of Use
5.0,made sudiasmika,2026-03-26 01:25:52,cepat dan fleksibel dan tidak ruet,0.0,Relevan dengan P1 dan P3,3,1,1,3,cepat fleksibel tidak ruet,2,Ease of Use,0.0,0.0,1.0,0.5859,positive,5.76,high,True,4,0.2769753890152188,2,Ease of Use
5.0,Zikri Cahaya maulana,2026-03-25 16:28:40,aplikasi gak bisa di buka kenapa ya,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,aplikasi tidak bisa buka,2,Ease of Use,0.0,0.0,1.0,0.4404,positive,5.32,high,True,2,0.2782844578743548,2,Ease of Use
5.0,Rudy Hardiansyah,2026-03-25 15:53:41,mudah daftar nya,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,mudah daftar nya,2,Ease of Use,0.0,0.0,1.0,0.4404,positive,5.32,high,True,1,0.06949460658736413,2,Ease of Use
5.0,Amfibi Laut timur,2026-03-25 15:43:46,sangat aman,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,sangat aman,2,Ease of Use,0.0,0.0,1.0,0.5267,positive,5.58,high,True,4,0.014630869524009955,2,Ease of Use
1.0,Bayu Pandu,2026-03-25 14:21:56,parah tiap update gk bisa dibuka sampe sekarang...paraaahhh banget,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,parah tiap update tidak bisa buka sampe sekarang paraaahhh banget,2,Ease of Use,0.0,0.0,1.0,0.7845,positive,6.35,high,True,2,0.08726838805707553,2,Ease of Use
5.0,DAPUR MAMA ANNISYA,2026-03-25 13:56:53,aplikasi gampang dan mudah,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,aplikasi gampang mudah,2,Ease of Use,0.0,0.0,1.0,0.5859,positive,5.76,high,True,1,0.06977423035060298,2,Ease of Use
5.0,Nike Agustin,2026-03-25 13:41:57,kok tidak bisa di buka jmo,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,kok tidak bisa buka jmo,2,Ease of Use,0.0,0.0,1.0,0.5859,positive,5.76,high,True,2,0.16376965042326114,2,Ease of Use
3.0,Dian Herdiana,2026-03-25 12:36:50,"enak pake aplikasi untuk pengecekan saldo, sama untuk klaim juga. namun sayang setiap mau masuk aplikasi nga ngebug. harus di perbaiki lagi",0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,enak pake aplikasi kece saldo sama klaim sayang tiap mau masuk aplikasi nga ngebug baik,2,Ease of Use,0.383,0.309,0.309,-0.296,negative,3.11,moderate,True,3,0.02008239055036067,2,Ease of Use
